millis,stamp,date,time,light,temp,vcc
32099998, 1341987015, 7/11/2012, 6:10:15, 0, 36.55, 0.00
32100999, 1341987016, 7/11/2012, 6:10:16, 0, 36.55, 0.00
32101999, 1341987017, 7/11/2012, 6:10:17, 0, 36.55, 0.00
32102999, 1341987018, 7/11/2012, 6:10:18, 0, 36.55, 0.00
32103999, 1341987019, 7/11/2012, 6:10:19, 0, 36.55, 0.00
32104998, 1341987020, 7/11/2012, 6:10:20, 0, 36.55, 0.00
32105999, 1341987021, 7/11/2012, 6:10:21, 0, 36.55, 0.00
32106998, 1341987022, 7/11/2012, 6:10:22, 0, 36.55, 0.00
32108000, 1341987023, 7/11/2012, 6:10:23, 0, 36.55, 0.00
32108999, 1341987024, 7/11/2012, 6:10:24, 0, 36.55, 0.00
32109999, 1341987025, 7/11/2012, 6:10:25, 0, 36.55, 0.00
32111000, 1341987026, 7/11/2012, 6:10:26, 0, 36.55, 0.00
32112000, 1341987027, 7/11/2012, 6:10:27, 0, 36.55, 0.00
32112999, 1341987028, 7/11/2012, 6:10:28, 0, 36.55, 0.00
32113999, 1341987029, 7/11/2012, 6:10:29, 0, 36.55, 0.00
32115000, 1341987030, 7/11/2012, 6:10:30, 0, 36.55, 0.00
32115998, 1341987031, 7/11/2012, 6:10:31, 0, 35.97, 0.00
32116999, 1341987032, 7/11/2012, 6:10:32, 0, 36.55, 0.00
32117999, 1341987033, 7/11/2012, 6:10:33, 0, 36.55, 0.00
32118999, 1341987034, 7/11/2012, 6:10:34, 0, 36.55, 0.00
32119999, 1341987035, 7/11/2012, 6:10:35, 0, 36.55, 0.00
32120999, 1341987036, 7/11/2012, 6:10:36, 0, 36.55, 0.00
32121999, 1341987037, 7/11/2012, 6:10:37, 0, 36.55, 0.00
32122998, 1341987038, 7/11/2012, 6:10:38, 0, 36.55, 0.00
32123999, 1341987039, 7/11/2012, 6:10:39, 0, 36.55, 0.00
32124998, 1341987040, 7/11/2012, 6:10:40, 0, 36.55, 0.00
32125999, 1341987041, 7/11/2012, 6:10:41, 0, 36.55, 0.00
32127000, 1341987042, 7/11/2012, 6:10:42, 0, 36.55, 0.00
32128000, 1341987043, 7/11/2012, 6:10:43, 0, 36.55, 0.00
32128999, 1341987044, 7/11/2012, 6:10:44, 0, 36.55, 0.00
32129998, 1341987045, 7/11/2012, 6:10:45, 0, 36.55, 0.00
32131000, 1341987046, 7/11/2012, 6:10:46, 0, 36.55, 0.00
32131998, 1341987047, 7/11/2012, 6:10:47, 0, 36.55, 0.00
32132999, 1341987048, 7/11/2012, 6:10:48, 0, 36.55, 0.00
32133999, 1341987049, 7/11/2012, 6:10:49, 0, 36.55, 0.00
32134999, 1341987050, 7/11/2012, 6:10:50, 0, 36.55, 0.00
32135999, 1341987051, 7/11/2012, 6:10:51, 0, 36.55, 0.00
32136999, 1341987052, 7/11/2012, 6:10:52, 0, 36.55, 0.00
32138000, 1341987053, 7/11/2012, 6:10:53, 0, 36.55, 0.00
32138998, 1341987054, 7/11/2012, 6:10:54, 0, 36.55, 0.00
32140000, 1341987055, 7/11/2012, 6:10:55, 0, 36.55, 0.00
32140999, 1341987056, 7/11/2012, 6:10:56, 0, 36.55, 0.00
32142000, 1341987057, 7/11/2012, 6:10:57, 0, 35.97, 0.00
32142998, 1341987058, 7/11/2012, 6:10:58, 0, 35.97, 0.00
32144000, 1341987059, 7/11/2012, 6:10:59, 0, 35.97, 0.00
32144999, 1341987060, 7/11/2012, 6:11:0, 0, 35.97, 0.00
32145999, 1341987061, 7/11/2012, 6:11:1, 0, 35.97, 0.00
32147000, 1341987062, 7/11/2012, 6:11:2, 0, 35.97, 0.00
32147998, 1341987063, 7/11/2012, 6:11:3, 0, 35.97, 0.00
32149000, 1341987064, 7/11/2012, 6:11:4, 0, 35.97, 0.00
32149999, 1341987065, 7/11/2012, 6:11:5, 0, 35.97, 0.00
32150999, 1341987066, 7/11/2012, 6:11:6, 0, 35.97, 0.00
32151999, 1341987067, 7/11/2012, 6:11:7, 0, 35.97, 0.00
32152999, 1341987068, 7/11/2012, 6:11:8, 0, 35.97, 0.00
32153999, 1341987069, 7/11/2012, 6:11:9, 0, 35.97, 0.00
32154999, 1341987070, 7/11/2012, 6:11:10, 0, 35.97, 0.00
32156000, 1341987071, 7/11/2012, 6:11:11, 0, 35.97, 0.00
32156998, 1341987072, 7/11/2012, 6:11:12, 0, 35.97, 0.00
32158000, 1341987073, 7/11/2012, 6:11:13, 0, 35.97, 0.00
32158999, 1341987074, 7/11/2012, 6:11:14, 0, 35.97, 0.00
32160000, 1341987075, 7/11/2012, 6:11:15, 0, 35.97, 0.00
32160999, 1341987076, 7/11/2012, 6:11:16, 0, 35.97, 0.00
32161998, 1341987077, 7/11/2012, 6:11:17, 0, 35.97, 0.00
32163000, 1341987078, 7/11/2012, 6:11:18, 0, 35.97, 0.00
32163998, 1341987079, 7/11/2012, 6:11:19, 0, 35.97, 0.00
32164999, 1341987080, 7/11/2012, 6:11:20, 0, 35.97, 0.00
32165999, 1341987081, 7/11/2012, 6:11:21, 0, 35.97, 0.00
32166999, 1341987082, 7/11/2012, 6:11:22, 0, 35.97, 0.00
32167998, 1341987083, 7/11/2012, 6:11:23, 0, 36.55, 0.00
32168998, 1341987084, 7/11/2012, 6:11:24, 0, 35.97, 0.00
32170000, 1341987085, 7/11/2012, 6:11:25, 0, 36.55, 0.00
32170998, 1341987086, 7/11/2012, 6:11:26, 0, 36.55, 0.00
32171999, 1341987087, 7/11/2012, 6:11:27, 0, 35.97, 0.00
32172999, 1341987088, 7/11/2012, 6:11:28, 0, 35.97, 0.00
32173999, 1341987089, 7/11/2012, 6:11:29, 0, 36.55, 0.00
32174998, 1341987090, 7/11/2012, 6:11:30, 0, 36.55, 0.00
32176000, 1341987091, 7/11/2012, 6:11:31, 0, 36.55, 0.00
32176999, 1341987092, 7/11/2012, 6:11:32, 0, 35.97, 0.00
32177999, 1341987093, 7/11/2012, 6:11:33, 0, 36.55, 0.00
32179000, 1341987094, 7/11/2012, 6:11:34, 0, 36.55, 0.00
32179998, 1341987095, 7/11/2012, 6:11:35, 0, 36.55, 0.00
32181000, 1341987096, 7/11/2012, 6:11:36, 0, 36.55, 0.00
32181999, 1341987097, 7/11/2012, 6:11:37, 0, 35.97, 0.00
32182999, 1341987098, 7/11/2012, 6:11:38, 0, 35.97, 0.00
32183999, 1341987099, 7/11/2012, 6:11:39, 0, 35.97, 0.00
32184999, 1341987100, 7/11/2012, 6:11:40, 0, 35.97, 0.00
32185999, 1341987101, 7/11/2012, 6:11:41, 0, 36.55, 0.00
32186999, 1341987102, 7/11/2012, 6:11:42, 0, 36.55, 0.00
32188000, 1341987103, 7/11/2012, 6:11:43, 0, 36.55, 0.00
32188998, 1341987104, 7/11/2012, 6:11:44, 0, 36.55, 0.00
32189999, 1341987105, 7/11/2012, 6:11:45, 0, 35.97, 0.00
32191000, 1341987106, 7/11/2012, 6:11:46, 0, 35.97, 0.00
32191998, 1341987107, 7/11/2012, 6:11:47, 0, 35.97, 0.00
32192999, 1341987108, 7/11/2012, 6:11:48, 0, 36.55, 0.00
32193999, 1341987109, 7/11/2012, 6:11:49, 0, 35.97, 0.00
32195000, 1341987110, 7/11/2012, 6:11:50, 0, 35.97, 0.00
32195998, 1341987111, 7/11/2012, 6:11:51, 0, 36.55, 0.00
32197000, 1341987112, 7/11/2012, 6:11:52, 0, 36.55, 0.00
32197999, 1341987113, 7/11/2012, 6:11:53, 0, 36.55, 0.00
32198999, 1341987114, 7/11/2012, 6:11:54, 0, 35.97, 0.00
32200000, 1341987115, 7/11/2012, 6:11:55, 0, 35.97, 0.00
32200999, 1341987116, 7/11/2012, 6:11:56, 0, 35.97, 0.00
32201999, 1341987117, 7/11/2012, 6:11:57, 0, 35.97, 0.00
32202998, 1341987118, 7/11/2012, 6:11:58, 0, 36.55, 0.00
32203999, 1341987119, 7/11/2012, 6:11:59, 0, 36.55, 0.00
32204999, 1341987120, 7/11/2012, 6:12:0, 0, 35.97, 0.00
32205999, 1341987121, 7/11/2012, 6:12:1, 0, 35.97, 0.00
32207000, 1341987122, 7/11/2012, 6:12:2, 0, 35.97, 0.00
32208000, 1341987123, 7/11/2012, 6:12:3, 0, 35.97, 0.00
32208999, 1341987124, 7/11/2012, 6:12:4, 0, 35.97, 0.00
32209999, 1341987125, 7/11/2012, 6:12:5, 0, 35.97, 0.00
32210999, 1341987126, 7/11/2012, 6:12:6, 0, 35.97, 0.00
32211999, 1341987127, 7/11/2012, 6:12:7, 0, 35.97, 0.00
32212999, 1341987128, 7/11/2012, 6:12:8, 0, 35.97, 0.00
32213999, 1341987129, 7/11/2012, 6:12:9, 0, 35.97, 0.00
32214999, 1341987130, 7/11/2012, 6:12:10, 0, 35.97, 0.00
32215999, 1341987131, 7/11/2012, 6:12:11, 0, 35.97, 0.00
32216999, 1341987132, 7/11/2012, 6:12:12, 0, 35.97, 0.00
32217999, 1341987133, 7/11/2012, 6:12:13, 0, 35.97, 0.00
32218998, 1341987134, 7/11/2012, 6:12:14, 0, 35.97, 0.00
32220000, 1341987135, 7/11/2012, 6:12:15, 0, 35.97, 0.00
32220999, 1341987136, 7/11/2012, 6:12:16, 0, 35.97, 0.00
32222000, 1341987137, 7/11/2012, 6:12:17, 0, 35.97, 0.00
32222998, 1341987138, 7/11/2012, 6:12:18, 0, 35.97, 0.00
32224000, 1341987139, 7/11/2012, 6:12:19, 0, 35.97, 0.00
32225000, 1341987140, 7/11/2012, 6:12:20, 0, 35.97, 0.00
32225998, 1341987141, 7/11/2012, 6:12:21, 0, 35.97, 0.00
32227000, 1341987142, 7/11/2012, 6:12:22, 0, 35.97, 0.00
32227999, 1341987143, 7/11/2012, 6:12:23, 0, 35.97, 0.00
32228999, 1341987144, 7/11/2012, 6:12:24, 0, 35.97, 0.00
32229998, 1341987145, 7/11/2012, 6:12:25, 0, 35.97, 0.00
32231000, 1341987146, 7/11/2012, 6:12:26, 0, 35.97, 0.00
32232000, 1341987147, 7/11/2012, 6:12:27, 0, 35.97, 0.00
32232998, 1341987148, 7/11/2012, 6:12:28, 0, 35.97, 0.00
32233999, 1341987149, 7/11/2012, 6:12:29, 0, 35.97, 0.00
32234999, 1341987150, 7/11/2012, 6:12:30, 0, 35.97, 0.00
32235999, 1341987151, 7/11/2012, 6:12:31, 0, 35.97, 0.00
32236998, 1341987152, 7/11/2012, 6:12:32, 0, 35.97, 0.00
32237999, 1341987153, 7/11/2012, 6:12:33, 0, 35.97, 0.00
32239000, 1341987154, 7/11/2012, 6:12:34, 0, 35.97, 0.00
32240000, 1341987155, 7/11/2012, 6:12:35, 0, 35.97, 0.00
32240999, 1341987156, 7/11/2012, 6:12:36, 0, 35.97, 0.00
32241999, 1341987157, 7/11/2012, 6:12:37, 0, 35.97, 0.00
32243000, 1341987158, 7/11/2012, 6:12:38, 0, 35.97, 0.00
32243998, 1341987159, 7/11/2012, 6:12:39, 0, 35.97, 0.00
32245000, 1341987160, 7/11/2012, 6:12:40, 0, 35.97, 0.00
32245999, 1341987161, 7/11/2012, 6:12:41, 0, 35.97, 0.00
32246999, 1341987162, 7/11/2012, 6:12:42, 0, 35.97, 0.00
32247999, 1341987163, 7/11/2012, 6:12:43, 0, 35.97, 0.00
32248999, 1341987164, 7/11/2012, 6:12:44, 0, 35.97, 0.00
32249999, 1341987165, 7/11/2012, 6:12:45, 0, 35.97, 0.00
32250998, 1341987166, 7/11/2012, 6:12:46, 0, 35.97, 0.00
32252000, 1341987167, 7/11/2012, 6:12:47, 0, 35.97, 0.00
32252999, 1341987168, 7/11/2012, 6:12:48, 0, 35.97, 0.00
32253999, 1341987169, 7/11/2012, 6:12:49, 0, 35.97, 0.00
32255000, 1341987170, 7/11/2012, 6:12:50, 0, 35.97, 0.00
32255998, 1341987171, 7/11/2012, 6:12:51, 0, 35.97, 0.00
32257000, 1341987172, 7/11/2012, 6:12:52, 0, 35.97, 0.00
32257999, 1341987173, 7/11/2012, 6:12:53, 0, 35.97, 0.00
32258999, 1341987174, 7/11/2012, 6:12:54, 0, 35.97, 0.00
32259999, 1341987175, 7/11/2012, 6:12:55, 0, 35.97, 0.00
32261000, 1341987176, 7/11/2012, 6:12:56, 0, 35.97, 0.00
32261998, 1341987177, 7/11/2012, 6:12:57, 0, 35.97, 0.00
32263000, 1341987178, 7/11/2012, 6:12:58, 0, 35.97, 0.00
32264000, 1341987179, 7/11/2012, 6:12:59, 0, 35.97, 0.00
32264999, 1341987180, 7/11/2012, 6:13:0, 0, 35.97, 0.00
32266000, 1341987181, 7/11/2012, 6:13:1, 0, 35.97, 0.00
32266998, 1341987182, 7/11/2012, 6:13:2, 0, 35.97, 0.00
32268000, 1341987183, 7/11/2012, 6:13:3, 0, 35.97, 0.00
32268999, 1341987184, 7/11/2012, 6:13:4, 0, 35.97, 0.00
32270000, 1341987185, 7/11/2012, 6:13:5, 0, 35.97, 0.00
32270998, 1341987186, 7/11/2012, 6:13:6, 0, 35.97, 0.00
32271998, 1341987187, 7/11/2012, 6:13:7, 0, 35.97, 0.00
32273000, 1341987188, 7/11/2012, 6:13:8, 0, 35.97, 0.00
32273998, 1341987189, 7/11/2012, 6:13:9, 0, 35.97, 0.00
32275000, 1341987190, 7/11/2012, 6:13:10, 0, 35.97, 0.00
32275998, 1341987191, 7/11/2012, 6:13:11, 0, 35.97, 0.00
32276999, 1341987192, 7/11/2012, 6:13:12, 0, 35.97, 0.00
32277999, 1341987193, 7/11/2012, 6:13:13, 0, 35.97, 0.00
32278999, 1341987194, 7/11/2012, 6:13:14, 0, 35.97, 0.00
32279999, 1341987195, 7/11/2012, 6:13:15, 0, 35.97, 0.00
32280999, 1341987196, 7/11/2012, 6:13:16, 0, 35.97, 0.00
32282000, 1341987197, 7/11/2012, 6:13:17, 0, 35.97, 0.00
32282998, 1341987198, 7/11/2012, 6:13:18, 0, 35.97, 0.00
32283999, 1341987199, 7/11/2012, 6:13:19, 0, 35.97, 0.00
32284999, 1341987200, 7/11/2012, 6:13:20, 0, 35.97, 0.00
32286000, 1341987201, 7/11/2012, 6:13:21, 0, 35.97, 0.00
32286998, 1341987202, 7/11/2012, 6:13:22, 0, 35.97, 0.00
32288000, 1341987203, 7/11/2012, 6:13:23, 0, 35.97, 0.00
32289000, 1341987204, 7/11/2012, 6:13:24, 0, 35.97, 0.00
32289998, 1341987205, 7/11/2012, 6:13:25, 0, 35.97, 0.00
32290999, 1341987206, 7/11/2012, 6:13:26, 0, 35.97, 0.00
32291999, 1341987207, 7/11/2012, 6:13:27, 0, 35.97, 0.00
32292999, 1341987208, 7/11/2012, 6:13:28, 0, 35.97, 0.00
32293999, 1341987209, 7/11/2012, 6:13:29, 0, 35.97, 0.00
32295000, 1341987210, 7/11/2012, 6:13:30, 0, 35.97, 0.00
32295999, 1341987211, 7/11/2012, 6:13:31, 0, 35.97, 0.00
32296999, 1341987212, 7/11/2012, 6:13:32, 0, 35.97, 0.00
32298000, 1341987213, 7/11/2012, 6:13:33, 0, 35.97, 0.00
32298998, 1341987214, 7/11/2012, 6:13:34, 0, 35.97, 0.00
32299999, 1341987215, 7/11/2012, 6:13:35, 0, 35.97, 0.00
32300999, 1341987216, 7/11/2012, 6:13:36, 0, 35.97, 0.00
32302000, 1341987217, 7/11/2012, 6:13:37, 0, 35.97, 0.00
32302998, 1341987218, 7/11/2012, 6:13:38, 0, 35.97, 0.00
32303998, 1341987219, 7/11/2012, 6:13:39, 0, 35.97, 0.00
32305000, 1341987220, 7/11/2012, 6:13:40, 0, 35.97, 0.00
32305998, 1341987221, 7/11/2012, 6:13:41, 0, 35.97, 0.00
32306999, 1341987222, 7/11/2012, 6:13:42, 0, 35.97, 0.00
32307999, 1341987223, 7/11/2012, 6:13:43, 0, 35.97, 0.00
32309000, 1341987224, 7/11/2012, 6:13:44, 0, 35.97, 0.00
32309999, 1341987225, 7/11/2012, 6:13:45, 0, 35.97, 0.00
32311000, 1341987226, 7/11/2012, 6:13:46, 0, 35.97, 0.00
32311999, 1341987227, 7/11/2012, 6:13:47, 0, 35.97, 0.00
32312999, 1341987228, 7/11/2012, 6:13:48, 0, 35.97, 0.00
32314000, 1341987229, 7/11/2012, 6:13:49, 0, 35.97, 0.00
32314998, 1341987230, 7/11/2012, 6:13:50, 0, 35.97, 0.00
32316000, 1341987231, 7/11/2012, 6:13:51, 0, 35.97, 0.00
32316999, 1341987232, 7/11/2012, 6:13:52, 0, 35.97, 0.00
32318000, 1341987233, 7/11/2012, 6:13:53, 0, 35.97, 0.00
32318999, 1341987234, 7/11/2012, 6:13:54, 0, 35.97, 0.00
32319998, 1341987235, 7/11/2012, 6:13:55, 0, 35.97, 0.00
32321000, 1341987236, 7/11/2012, 6:13:56, 0, 35.97, 0.00
32321999, 1341987236, 7/11/2012, 6:13:56, 0, 35.97, 0.00
32322999, 1341987237, 7/11/2012, 6:13:57, 0, 35.97, 0.00
32323999, 1341987238, 7/11/2012, 6:13:58, 0, 35.97, 0.00
32325000, 1341987239, 7/11/2012, 6:13:59, 0, 35.97, 0.00
32325998, 1341987240, 7/11/2012, 6:14:0, 0, 35.97, 0.00
32326999, 1341987241, 7/11/2012, 6:14:1, 0, 35.97, 0.00
32328000, 1341987242, 7/11/2012, 6:14:2, 0, 35.97, 0.00
32328998, 1341987243, 7/11/2012, 6:14:3, 0, 35.97, 0.00
32330000, 1341987244, 7/11/2012, 6:14:4, 0, 35.97, 0.00
32330998, 1341987245, 7/11/2012, 6:14:5, 0, 35.97, 0.00
32331999, 1341987246, 7/11/2012, 6:14:6, 0, 35.97, 0.00
32332999, 1341987247, 7/11/2012, 6:14:7, 0, 35.97, 0.00
32333999, 1341987248, 7/11/2012, 6:14:8, 0, 35.97, 0.00
32335000, 1341987249, 7/11/2012, 6:14:9, 0, 35.97, 0.00
32336000, 1341987250, 7/11/2012, 6:14:10, 0, 35.97, 0.00
32337000, 1341987251, 7/11/2012, 6:14:11, 0, 35.97, 0.00
32337999, 1341987252, 7/11/2012, 6:14:12, 0, 35.97, 0.00
32338999, 1341987253, 7/11/2012, 6:14:13, 0, 35.97, 0.00
32339999, 1341987254, 7/11/2012, 6:14:14, 0, 35.97, 0.00
32341000, 1341987255, 7/11/2012, 6:14:15, 0, 35.97, 0.00
32341998, 1341987256, 7/11/2012, 6:14:16, 0, 35.97, 0.00
32342999, 1341987257, 7/11/2012, 6:14:17, 0, 35.97, 0.00
32344000, 1341987258, 7/11/2012, 6:14:18, 0, 35.97, 0.00
32344999, 1341987259, 7/11/2012, 6:14:19, 0, 35.97, 0.00
32345999, 1341987260, 7/11/2012, 6:14:20, 0, 35.97, 0.00
32346999, 1341987261, 7/11/2012, 6:14:21, 0, 35.97, 0.00
32348000, 1341987262, 7/11/2012, 6:14:22, 0, 35.97, 0.00
32348998, 1341987263, 7/11/2012, 6:14:23, 0, 35.97, 0.00
32350000, 1341987264, 7/11/2012, 6:14:24, 0, 35.97, 0.00
32350999, 1341987265, 7/11/2012, 6:14:25, 0, 35.97, 0.00
32351998, 1341987266, 7/11/2012, 6:14:26, 0, 35.97, 0.00
32352999, 1341987267, 7/11/2012, 6:14:27, 0, 35.97, 0.00
32353998, 1341987268, 7/11/2012, 6:14:28, 0, 35.97, 0.00
32354999, 1341987269, 7/11/2012, 6:14:29, 0, 35.97, 0.00
32355999, 1341987270, 7/11/2012, 6:14:30, 0, 35.97, 0.00
32356999, 1341987271, 7/11/2012, 6:14:31, 0, 35.97, 0.00
32357998, 1341987272, 7/11/2012, 6:14:32, 0, 35.97, 0.00
32359000, 1341987273, 7/11/2012, 6:14:33, 0, 35.97, 0.00
32359999, 1341987274, 7/11/2012, 6:14:34, 0, 35.97, 0.00
32360998, 1341987275, 7/11/2012, 6:14:35, 0, 35.97, 0.00
32361999, 1341987276, 7/11/2012, 6:14:36, 0, 35.97, 0.00
32362999, 1341987277, 7/11/2012, 6:14:37, 0, 35.97, 0.00
32364000, 1341987278, 7/11/2012, 6:14:38, 0, 35.97, 0.00
32364998, 1341987279, 7/11/2012, 6:14:39, 0, 35.97, 0.00
32366000, 1341987280, 7/11/2012, 6:14:40, 0, 35.97, 0.00
32366999, 1341987281, 7/11/2012, 6:14:41, 0, 35.97, 0.00
32367998, 1341987282, 7/11/2012, 6:14:42, 0, 35.97, 0.00
32369000, 1341987283, 7/11/2012, 6:14:43, 0, 35.97, 0.00
32369999, 1341987284, 7/11/2012, 6:14:44, 0, 35.97, 0.00
32370999, 1341987285, 7/11/2012, 6:14:45, 0, 35.97, 0.00
32371998, 1341987286, 7/11/2012, 6:14:46, 0, 35.97, 0.00
32372999, 1341987287, 7/11/2012, 6:14:47, 0, 35.97, 0.00
32373999, 1341987288, 7/11/2012, 6:14:48, 0, 35.97, 0.00
32375000, 1341987289, 7/11/2012, 6:14:49, 0, 35.97, 0.00
32375999, 1341987290, 7/11/2012, 6:14:50, 0, 35.97, 0.00
32376999, 1341987291, 7/11/2012, 6:14:51, 0, 35.97, 0.00
32378000, 1341987292, 7/11/2012, 6:14:52, 0, 35.97, 0.00
32378998, 1341987293, 7/11/2012, 6:14:53, 0, 35.97, 0.00
32380000, 1341987294, 7/11/2012, 6:14:54, 0, 35.97, 0.00
32380999, 1341987295, 7/11/2012, 6:14:55, 0, 35.97, 0.00
32381999, 1341987296, 7/11/2012, 6:14:56, 0, 35.97, 0.00
32383000, 1341987297, 7/11/2012, 6:14:57, 0, 35.97, 0.00
32384000, 1341987298, 7/11/2012, 6:14:58, 0, 35.97, 0.00
32384999, 1341987299, 7/11/2012, 6:14:59, 0, 35.97, 0.00
32385999, 1341987300, 7/11/2012, 6:15:0, 0, 35.97, 0.00
32387000, 1341987301, 7/11/2012, 6:15:1, 0, 35.97, 0.00
32387998, 1341987302, 7/11/2012, 6:15:2, 0, 35.97, 0.00
32388999, 1341987303, 7/11/2012, 6:15:3, 0, 35.97, 0.00
32389999, 1341987304, 7/11/2012, 6:15:4, 0, 35.97, 0.00
32390999, 1341987305, 7/11/2012, 6:15:5, 0, 35.97, 0.00
32391998, 1341987306, 7/11/2012, 6:15:6, 0, 35.97, 0.00
32392998, 1341987307, 7/11/2012, 6:15:7, 0, 35.97, 0.00
32394000, 1341987308, 7/11/2012, 6:15:8, 0, 35.39, 0.00
32394998, 1341987309, 7/11/2012, 6:15:9, 0, 35.97, 0.00
32396000, 1341987310, 7/11/2012, 6:15:10, 0, 35.39, 0.00
32396999, 1341987311, 7/11/2012, 6:15:11, 0, 35.39, 0.00
32398000, 1341987312, 7/11/2012, 6:15:12, 0, 35.39, 0.00
32398998, 1341987313, 7/11/2012, 6:15:13, 0, 35.39, 0.00
32399998, 1341987314, 7/11/2012, 6:15:14, 0, 35.39, 0.00
32401000, 1341987315, 7/11/2012, 6:15:15, 0, 35.97, 0.00
32401999, 1341987316, 7/11/2012, 6:15:16, 0, 35.97, 0.00
32402999, 1341987317, 7/11/2012, 6:15:17, 0, 35.97, 0.00
32403999, 1341987318, 7/11/2012, 6:15:18, 0, 35.97, 0.00
32405000, 1341987319, 7/11/2012, 6:15:19, 0, 35.97, 0.00
32405998, 1341987320, 7/11/2012, 6:15:20, 0, 35.97, 0.00
32406999, 1341987321, 7/11/2012, 6:15:21, 0, 35.97, 0.00
32407999, 1341987322, 7/11/2012, 6:15:22, 0, 35.97, 0.00
32408999, 1341987323, 7/11/2012, 6:15:23, 0, 35.39, 0.00
32410000, 1341987324, 7/11/2012, 6:15:24, 0, 35.39, 0.00
32410998, 1341987325, 7/11/2012, 6:15:25, 0, 35.39, 0.00
32412000, 1341987326, 7/11/2012, 6:15:26, 0, 35.39, 0.00
32412998, 1341987327, 7/11/2012, 6:15:27, 0, 35.39, 0.00
32413999, 1341987328, 7/11/2012, 6:15:28, 0, 35.39, 0.00
32414998, 1341987329, 7/11/2012, 6:15:29, 0, 35.39, 0.00
32415998, 1341987330, 7/11/2012, 6:15:30, 0, 35.39, 0.00
32417000, 1341987331, 7/11/2012, 6:15:31, 0, 35.39, 0.00
32417998, 1341987332, 7/11/2012, 6:15:32, 0, 35.39, 0.00
32418999, 1341987333, 7/11/2012, 6:15:33, 0, 35.39, 0.00
32419999, 1341987334, 7/11/2012, 6:15:34, 0, 35.39, 0.00
32420999, 1341987335, 7/11/2012, 6:15:35, 0, 35.39, 0.00
32421998, 1341987336, 7/11/2012, 6:15:36, 0, 35.39, 0.00
32423000, 1341987337, 7/11/2012, 6:15:37, 0, 35.39, 0.00
32423999, 1341987338, 7/11/2012, 6:15:38, 0, 35.39, 0.00
32424998, 1341987339, 7/11/2012, 6:15:39, 0, 35.39, 0.00
32425999, 1341987340, 7/11/2012, 6:15:40, 0, 35.39, 0.00
32426999, 1341987341, 7/11/2012, 6:15:41, 0, 35.39, 0.00
32427999, 1341987342, 7/11/2012, 6:15:42, 0, 35.39, 0.00
32428998, 1341987343, 7/11/2012, 6:15:43, 0, 35.39, 0.00
32430000, 1341987344, 7/11/2012, 6:15:44, 0, 35.39, 0.00
32430999, 1341987345, 7/11/2012, 6:15:45, 0, 35.39, 0.00
32432000, 1341987346, 7/11/2012, 6:15:46, 0, 35.39, 0.00
32432999, 1341987347, 7/11/2012, 6:15:47, 0, 35.39, 0.00
32433999, 1341987348, 7/11/2012, 6:15:48, 0, 35.39, 0.00
32434999, 1341987349, 7/11/2012, 6:15:49, 0, 35.39, 0.00
32435998, 1341987350, 7/11/2012, 6:15:50, 0, 35.39, 0.00
32437000, 1341987351, 7/11/2012, 6:15:51, 0, 35.39, 0.00
32437999, 1341987352, 7/11/2012, 6:15:52, 0, 35.39, 0.00
32438999, 1341987353, 7/11/2012, 6:15:53, 0, 35.39, 0.00
32440000, 1341987354, 7/11/2012, 6:15:54, 0, 35.97, 0.00
32440999, 1341987355, 7/11/2012, 6:15:55, 0, 35.39, 0.00
32441999, 1341987356, 7/11/2012, 6:15:56, 0, 35.39, 0.00
32442998, 1341987357, 7/11/2012, 6:15:57, 0, 35.97, 0.00
32444000, 1341987358, 7/11/2012, 6:15:58, 0, 35.97, 0.00
32444998, 1341987359, 7/11/2012, 6:15:59, 0, 35.97, 0.00
32445999, 1341987360, 7/11/2012, 6:16:0, 0, 35.39, 0.00
32447000, 1341987361, 7/11/2012, 6:16:1, 0, 35.97, 0.00
32447998, 1341987362, 7/11/2012, 6:16:2, 0, 35.97, 0.00
32449000, 1341987363, 7/11/2012, 6:16:3, 0, 35.97, 0.00
32449998, 1341987364, 7/11/2012, 6:16:4, 0, 35.97, 0.00
32451000, 1341987365, 7/11/2012, 6:16:5, 0, 35.97, 0.00
32451999, 1341987366, 7/11/2012, 6:16:6, 0, 35.97, 0.00
32452999, 1341987367, 7/11/2012, 6:16:7, 0, 35.39, 0.00
32453998, 1341987368, 7/11/2012, 6:16:8, 0, 35.39, 0.00
32455000, 1341987369, 7/11/2012, 6:16:9, 0, 35.39, 0.00
32455999, 1341987370, 7/11/2012, 6:16:10, 0, 35.39, 0.00
32456999, 1341987371, 7/11/2012, 6:16:11, 0, 35.39, 0.00
32458000, 1341987372, 7/11/2012, 6:16:12, 0, 35.39, 0.00
32458998, 1341987373, 7/11/2012, 6:16:13, 0, 35.39, 0.00
32460000, 1341987374, 7/11/2012, 6:16:14, 0, 35.39, 0.00
32460998, 1341987375, 7/11/2012, 6:16:15, 0, 35.97, 0.00
32462000, 1341987376, 7/11/2012, 6:16:16, 0, 35.39, 0.00
32462999, 1341987377, 7/11/2012, 6:16:17, 0, 35.39, 0.00
32463998, 1341987378, 7/11/2012, 6:16:18, 0, 35.39, 0.00
32465000, 1341987379, 7/11/2012, 6:16:19, 0, 35.39, 0.00
32465999, 1341987380, 7/11/2012, 6:16:20, 0, 35.39, 0.00
