millis,stamp,date,time,light,temp,vcc
378999, 1341955344, 7/10/2012, 21:22:24, 0, 53.37, 0.00
379999, 1341955345, 7/10/2012, 21:22:25, 0, 53.37, 0.00
380998, 1341955346, 7/10/2012, 21:22:26, 0, 53.37, 0.00
382000, 1341955347, 7/10/2012, 21:22:27, 0, 53.37, 0.00
382998, 1341955348, 7/10/2012, 21:22:28, 0, 53.37, 0.00
384000, 1341955349, 7/10/2012, 21:22:29, 0, 53.37, 0.00
384999, 1341955350, 7/10/2012, 21:22:30, 0, 53.37, 0.00
385998, 1341955351, 7/10/2012, 21:22:31, 0, 53.37, 0.00
387000, 1341955352, 7/10/2012, 21:22:32, 0, 53.37, 0.00
387998, 1341955353, 7/10/2012, 21:22:33, 0, 53.37, 0.00
389000, 1341955354, 7/10/2012, 21:22:34, 0, 53.37, 0.00
389999, 1341955355, 7/10/2012, 21:22:35, 0, 53.37, 0.00
391000, 1341955356, 7/10/2012, 21:22:36, 0, 53.37, 0.00
391999, 1341955357, 7/10/2012, 21:22:37, 0, 53.37, 0.00
392999, 1341955358, 7/10/2012, 21:22:38, 0, 53.37, 0.00
393999, 1341955359, 7/10/2012, 21:22:39, 0, 53.37, 0.00
394999, 1341955360, 7/10/2012, 21:22:40, 0, 53.37, 0.00
395999, 1341955361, 7/10/2012, 21:22:41, 0, 53.37, 0.00
396998, 1341955362, 7/10/2012, 21:22:42, 0, 53.37, 0.00
398000, 1341955363, 7/10/2012, 21:22:43, 0, 53.37, 0.00
398999, 1341955364, 7/10/2012, 21:22:44, 0, 53.37, 0.00
400000, 1341955365, 7/10/2012, 21:22:45, 0, 53.37, 0.00
400999, 1341955366, 7/10/2012, 21:22:46, 0, 53.37, 0.00
401999, 1341955367, 7/10/2012, 21:22:47, 0, 53.37, 0.00
402999, 1341955368, 7/10/2012, 21:22:48, 0, 52.79, 0.00
403999, 1341955369, 7/10/2012, 21:22:49, 0, 52.79, 0.00
405000, 1341955370, 7/10/2012, 21:22:50, 0, 52.79, 0.00
405998, 1341955371, 7/10/2012, 21:22:51, 0, 52.79, 0.00
407000, 1341955372, 7/10/2012, 21:22:52, 0, 52.79, 0.00
407998, 1341955373, 7/10/2012, 21:22:53, 0, 52.79, 0.00
408999, 1341955374, 7/10/2012, 21:22:54, 0, 52.79, 0.00
409999, 1341955375, 7/10/2012, 21:22:55, 0, 52.79, 0.00
410999, 1341955376, 7/10/2012, 21:22:56, 0, 52.79, 0.00
412000, 1341955377, 7/10/2012, 21:22:57, 0, 52.79, 0.00
412998, 1341955378, 7/10/2012, 21:22:58, 0, 52.79, 0.00
414000, 1341955379, 7/10/2012, 21:22:59, 0, 52.79, 0.00
414998, 1341955380, 7/10/2012, 21:23:0, 0, 52.79, 0.00
416000, 1341955381, 7/10/2012, 21:23:1, 0, 52.79, 0.00
417000, 1341955382, 7/10/2012, 21:23:2, 0, 52.79, 0.00
417998, 1341955383, 7/10/2012, 21:23:3, 0, 52.79, 0.00
419000, 1341955384, 7/10/2012, 21:23:4, 0, 52.79, 0.00
419998, 1341955385, 7/10/2012, 21:23:5, 0, 52.79, 0.00
421000, 1341955386, 7/10/2012, 21:23:6, 0, 52.79, 0.00
421998, 1341955387, 7/10/2012, 21:23:7, 0, 52.79, 0.00
423000, 1341955388, 7/10/2012, 21:23:8, 0, 52.79, 0.00
423999, 1341955389, 7/10/2012, 21:23:9, 0, 52.79, 0.00
424999, 1341955390, 7/10/2012, 21:23:10, 0, 52.79, 0.00
426000, 1341955391, 7/10/2012, 21:23:11, 0, 52.79, 0.00
426998, 1341955392, 7/10/2012, 21:23:12, 0, 52.79, 0.00
428000, 1341955393, 7/10/2012, 21:23:13, 0, 52.79, 0.00
428998, 1341955394, 7/10/2012, 21:23:14, 0, 52.79, 0.00
430000, 1341955395, 7/10/2012, 21:23:15, 0, 52.79, 0.00
430998, 1341955396, 7/10/2012, 21:23:16, 0, 52.21, 0.00
432000, 1341955397, 7/10/2012, 21:23:17, 0, 52.79, 0.00
433000, 1341955398, 7/10/2012, 21:23:18, 0, 52.21, 0.00
433998, 1341955399, 7/10/2012, 21:23:19, 0, 52.21, 0.00
434999, 1341955400, 7/10/2012, 21:23:20, 0, 52.21, 0.00
435998, 1341955401, 7/10/2012, 21:23:21, 0, 52.21, 0.00
437000, 1341955402, 7/10/2012, 21:23:22, 0, 52.21, 0.00
437998, 1341955403, 7/10/2012, 21:23:23, 0, 52.21, 0.00
438999, 1341955404, 7/10/2012, 21:23:24, 0, 52.21, 0.00
440000, 1341955405, 7/10/2012, 21:23:25, 0, 52.21, 0.00
440998, 1341955406, 7/10/2012, 21:23:26, 0, 52.21, 0.00
442000, 1341955407, 7/10/2012, 21:23:27, 0, 52.21, 0.00
442998, 1341955408, 7/10/2012, 21:23:28, 0, 52.21, 0.00
444000, 1341955409, 7/10/2012, 21:23:29, 0, 52.21, 0.00
444999, 1341955410, 7/10/2012, 21:23:30, 0, 52.21, 0.00
445999, 1341955411, 7/10/2012, 21:23:31, 0, 52.21, 0.00
447000, 1341955412, 7/10/2012, 21:23:32, 0, 52.21, 0.00
447998, 1341955413, 7/10/2012, 21:23:33, 0, 52.21, 0.00
449000, 1341955414, 7/10/2012, 21:23:34, 0, 52.21, 0.00
449999, 1341955415, 7/10/2012, 21:23:35, 0, 52.21, 0.00
450999, 1341955416, 7/10/2012, 21:23:36, 0, 52.21, 0.00
451998, 1341955417, 7/10/2012, 21:23:37, 0, 52.21, 0.00
453000, 1341955418, 7/10/2012, 21:23:38, 0, 52.21, 0.00
453999, 1341955419, 7/10/2012, 21:23:39, 0, 52.21, 0.00
454999, 1341955420, 7/10/2012, 21:23:40, 0, 52.21, 0.00
456000, 1341955421, 7/10/2012, 21:23:41, 0, 52.21, 0.00
456998, 1341955422, 7/10/2012, 21:23:42, 0, 52.21, 0.00
458000, 1341955423, 7/10/2012, 21:23:43, 0, 52.21, 0.00
458998, 1341955424, 7/10/2012, 21:23:44, 0, 52.21, 0.00
459999, 1341955425, 7/10/2012, 21:23:45, 0, 52.21, 0.00
460999, 1341955426, 7/10/2012, 21:23:46, 0, 52.21, 0.00
462000, 1341955427, 7/10/2012, 21:23:47, 0, 52.21, 0.00
462998, 1341955428, 7/10/2012, 21:23:48, 0, 51.63, 0.00
463998, 1341955429, 7/10/2012, 21:23:49, 0, 51.63, 0.00
465000, 1341955430, 7/10/2012, 21:23:50, 0, 51.63, 0.00
465998, 1341955431, 7/10/2012, 21:23:51, 0, 52.21, 0.00
467000, 1341955432, 7/10/2012, 21:23:52, 0, 51.63, 0.00
467998, 1341955433, 7/10/2012, 21:23:53, 0, 52.21, 0.00
469000, 1341955434, 7/10/2012, 21:23:54, 0, 52.21, 0.00
469999, 1341955435, 7/10/2012, 21:23:55, 0, 51.63, 0.00
471000, 1341955436, 7/10/2012, 21:23:56, 0, 52.21, 0.00
471999, 1341955437, 7/10/2012, 21:23:57, 0, 52.21, 0.00
472998, 1341955438, 7/10/2012, 21:23:58, 0, 52.21, 0.00
474000, 1341955439, 7/10/2012, 21:23:59, 0, 52.21, 0.00
474999, 1341955440, 7/10/2012, 21:24:0, 0, 51.63, 0.00
475999, 1341955441, 7/10/2012, 21:24:1, 0, 51.63, 0.00
476999, 1341955442, 7/10/2012, 21:24:2, 0, 52.21, 0.00
477999, 1341955443, 7/10/2012, 21:24:3, 0, 51.63, 0.00
479000, 1341955444, 7/10/2012, 21:24:4, 0, 52.21, 0.00
480000, 1341955445, 7/10/2012, 21:24:5, 0, 51.63, 0.00
480999, 1341955446, 7/10/2012, 21:24:6, 0, 51.63, 0.00
481999, 1341955447, 7/10/2012, 21:24:7, 0, 51.63, 0.00
482999, 1341955448, 7/10/2012, 21:24:8, 0, 51.63, 0.00
483999, 1341955449, 7/10/2012, 21:24:9, 0, 51.63, 0.00
484999, 1341955450, 7/10/2012, 21:24:10, 0, 51.63, 0.00
485999, 1341955451, 7/10/2012, 21:24:11, 0, 51.63, 0.00
486999, 1341955452, 7/10/2012, 21:24:12, 0, 51.63, 0.00
488000, 1341955453, 7/10/2012, 21:24:13, 0, 51.63, 0.00
488998, 1341955454, 7/10/2012, 21:24:14, 0, 51.63, 0.00
489999, 1341955455, 7/10/2012, 21:24:15, 0, 51.63, 0.00
490999, 1341955456, 7/10/2012, 21:24:16, 0, 51.63, 0.00
492000, 1341955457, 7/10/2012, 21:24:17, 0, 51.63, 0.00
492999, 1341955458, 7/10/2012, 21:24:18, 0, 51.63, 0.00
493999, 1341955459, 7/10/2012, 21:24:19, 0, 51.63, 0.00
495000, 1341955460, 7/10/2012, 21:24:20, 0, 51.63, 0.00
495998, 1341955461, 7/10/2012, 21:24:21, 0, 51.63, 0.00
496999, 1341955462, 7/10/2012, 21:24:22, 0, 51.63, 0.00
497999, 1341955463, 7/10/2012, 21:24:23, 0, 51.63, 0.00
498999, 1341955464, 7/10/2012, 21:24:24, 0, 51.63, 0.00
499998, 1341955465, 7/10/2012, 21:24:25, 0, 51.63, 0.00
501000, 1341955466, 7/10/2012, 21:24:26, 0, 51.63, 0.00
501998, 1341955467, 7/10/2012, 21:24:27, 0, 51.63, 0.00
503000, 1341955468, 7/10/2012, 21:24:28, 0, 51.63, 0.00
503999, 1341955469, 7/10/2012, 21:24:29, 0, 51.63, 0.00
504999, 1341955470, 7/10/2012, 21:24:30, 0, 51.63, 0.00
506000, 1341955471, 7/10/2012, 21:24:31, 0, 51.63, 0.00
506999, 1341955472, 7/10/2012, 21:24:32, 0, 51.63, 0.00
507999, 1341955473, 7/10/2012, 21:24:33, 0, 51.63, 0.00
508999, 1341955474, 7/10/2012, 21:24:34, 0, 51.63, 0.00
509999, 1341955475, 7/10/2012, 21:24:35, 0, 51.63, 0.00
510998, 1341955476, 7/10/2012, 21:24:36, 0, 51.63, 0.00
512000, 1341955477, 7/10/2012, 21:24:37, 0, 51.63, 0.00
512999, 1341955478, 7/10/2012, 21:24:38, 0, 51.63, 0.00
513999, 1341955479, 7/10/2012, 21:24:39, 0, 51.63, 0.00
514999, 1341955480, 7/10/2012, 21:24:40, 0, 51.63, 0.00
515998, 1341955481, 7/10/2012, 21:24:41, 0, 51.63, 0.00
517000, 1341955482, 7/10/2012, 21:24:42, 0, 51.05, 0.00
517998, 1341955483, 7/10/2012, 21:24:43, 0, 51.63, 0.00
518999, 1341955484, 7/10/2012, 21:24:44, 0, 51.05, 0.00
520000, 1341955485, 7/10/2012, 21:24:45, 0, 51.05, 0.00
520998, 1341955486, 7/10/2012, 21:24:46, 0, 51.05, 0.00
522000, 1341955487, 7/10/2012, 21:24:47, 0, 51.05, 0.00
522998, 1341955488, 7/10/2012, 21:24:48, 0, 51.05, 0.00
524000, 1341955489, 7/10/2012, 21:24:49, 0, 51.05, 0.00
524999, 1341955490, 7/10/2012, 21:24:50, 0, 51.63, 0.00
525999, 1341955491, 7/10/2012, 21:24:51, 0, 51.05, 0.00
527000, 1341955492, 7/10/2012, 21:24:52, 0, 51.05, 0.00
527998, 1341955493, 7/10/2012, 21:24:53, 0, 51.05, 0.00
529000, 1341955494, 7/10/2012, 21:24:54, 0, 51.63, 0.00
529999, 1341955495, 7/10/2012, 21:24:55, 0, 51.05, 0.00
530999, 1341955496, 7/10/2012, 21:24:56, 0, 51.05, 0.00
531999, 1341955497, 7/10/2012, 21:24:57, 0, 51.05, 0.00
532999, 1341955498, 7/10/2012, 21:24:58, 0, 51.05, 0.00
533999, 1341955499, 7/10/2012, 21:24:59, 0, 51.05, 0.00
534999, 1341955500, 7/10/2012, 21:25:0, 0, 51.05, 0.00
536000, 1341955501, 7/10/2012, 21:25:1, 0, 51.05, 0.00
536998, 1341955502, 7/10/2012, 21:25:2, 0, 51.05, 0.00
538000, 1341955503, 7/10/2012, 21:25:3, 0, 51.05, 0.00
538998, 1341955504, 7/10/2012, 21:25:4, 0, 51.05, 0.00
540000, 1341955505, 7/10/2012, 21:25:5, 0, 51.05, 0.00
540998, 1341955506, 7/10/2012, 21:25:6, 0, 51.05, 0.00
542000, 1341955507, 7/10/2012, 21:25:7, 0, 51.05, 0.00
542998, 1341955508, 7/10/2012, 21:25:8, 0, 51.05, 0.00
543998, 1341955509, 7/10/2012, 21:25:9, 0, 51.05, 0.00
545000, 1341955510, 7/10/2012, 21:25:10, 0, 51.05, 0.00
545998, 1341955511, 7/10/2012, 21:25:11, 0, 51.05, 0.00
547000, 1341955512, 7/10/2012, 21:25:12, 0, 51.05, 0.00
547998, 1341955513, 7/10/2012, 21:25:13, 0, 51.05, 0.00
549000, 1341955514, 7/10/2012, 21:25:14, 0, 51.05, 0.00
549998, 1341955515, 7/10/2012, 21:25:15, 0, 51.05, 0.00
550999, 1341955516, 7/10/2012, 21:25:16, 0, 51.05, 0.00
552000, 1341955517, 7/10/2012, 21:25:17, 0, 51.05, 0.00
552998, 1341955518, 7/10/2012, 21:25:18, 0, 51.05, 0.00
553999, 1341955519, 7/10/2012, 21:25:19, 0, 51.05, 0.00
554999, 1341955520, 7/10/2012, 21:25:20, 0, 51.05, 0.00
555999, 1341955521, 7/10/2012, 21:25:21, 0, 51.05, 0.00
556999, 1341955522, 7/10/2012, 21:25:22, 0, 51.05, 0.00
557999, 1341955523, 7/10/2012, 21:25:23, 0, 51.05, 0.00
559000, 1341955524, 7/10/2012, 21:25:24, 0, 51.05, 0.00
560000, 1341955525, 7/10/2012, 21:25:25, 0, 51.05, 0.00
560999, 1341955526, 7/10/2012, 21:25:26, 0, 50.47, 0.00
561999, 1341955527, 7/10/2012, 21:25:27, 0, 51.05, 0.00
563000, 1341955528, 7/10/2012, 21:25:28, 0, 51.05, 0.00
563998, 1341955529, 7/10/2012, 21:25:29, 0, 50.47, 0.00
565000, 1341955530, 7/10/2012, 21:25:30, 0, 50.47, 0.00
565998, 1341955531, 7/10/2012, 21:25:31, 0, 50.47, 0.00
567000, 1341955532, 7/10/2012, 21:25:32, 0, 50.47, 0.00
567999, 1341955533, 7/10/2012, 21:25:33, 0, 50.47, 0.00
568998, 1341955534, 7/10/2012, 21:25:34, 0, 50.47, 0.00
570000, 1341955535, 7/10/2012, 21:25:35, 0, 50.47, 0.00
570998, 1341955536, 7/10/2012, 21:25:36, 0, 50.47, 0.00
572000, 1341955537, 7/10/2012, 21:25:37, 0, 50.47, 0.00
572999, 1341955538, 7/10/2012, 21:25:38, 0, 50.47, 0.00
573999, 1341955539, 7/10/2012, 21:25:39, 0, 50.47, 0.00
575000, 1341955540, 7/10/2012, 21:25:40, 0, 50.47, 0.00
576000, 1341955541, 7/10/2012, 21:25:41, 0, 50.47, 0.00
576999, 1341955542, 7/10/2012, 21:25:42, 0, 50.47, 0.00
577999, 1341955543, 7/10/2012, 21:25:43, 0, 50.47, 0.00
578999, 1341955544, 7/10/2012, 21:25:44, 0, 50.47, 0.00
579999, 1341955545, 7/10/2012, 21:25:45, 0, 50.47, 0.00
581000, 1341955546, 7/10/2012, 21:25:46, 0, 50.47, 0.00
581998, 1341955547, 7/10/2012, 21:25:47, 0, 50.47, 0.00
583000, 1341955548, 7/10/2012, 21:25:48, 0, 50.47, 0.00
584000, 1341955549, 7/10/2012, 21:25:49, 0, 50.47, 0.00
584998, 1341955550, 7/10/2012, 21:25:50, 0, 50.47, 0.00
586000, 1341955551, 7/10/2012, 21:25:51, 0, 50.47, 0.00
586998, 1341955552, 7/10/2012, 21:25:52, 0, 50.47, 0.00
587999, 1341955553, 7/10/2012, 21:25:53, 0, 50.47, 0.00
588999, 1341955554, 7/10/2012, 21:25:54, 0, 50.47, 0.00
589999, 1341955555, 7/10/2012, 21:25:55, 0, 50.47, 0.00
591000, 1341955556, 7/10/2012, 21:25:56, 0, 50.47, 0.00
591998, 1341955557, 7/10/2012, 21:25:57, 0, 50.47, 0.00
593000, 1341955558, 7/10/2012, 21:25:58, 0, 50.47, 0.00
593999, 1341955559, 7/10/2012, 21:25:59, 0, 50.47, 0.00
594999, 1341955560, 7/10/2012, 21:26:0, 0, 50.47, 0.00
595999, 1341955561, 7/10/2012, 21:26:1, 0, 50.47, 0.00
597000, 1341955562, 7/10/2012, 21:26:2, 0, 50.47, 0.00
597998, 1341955563, 7/10/2012, 21:26:3, 0, 50.47, 0.00
599000, 1341955564, 7/10/2012, 21:26:4, 0, 50.47, 0.00
599999, 1341955565, 7/10/2012, 21:26:5, 0, 50.47, 0.00
600999, 1341955566, 7/10/2012, 21:26:6, 0, 50.47, 0.00
601999, 1341955567, 7/10/2012, 21:26:7, 0, 50.47, 0.00
602999, 1341955568, 7/10/2012, 21:26:8, 0, 50.47, 0.00
603999, 1341955569, 7/10/2012, 21:26:9, 0, 50.47, 0.00
604999, 1341955570, 7/10/2012, 21:26:10, 0, 50.47, 0.00
605999, 1341955571, 7/10/2012, 21:26:11, 0, 50.47, 0.00
606999, 1341955572, 7/10/2012, 21:26:12, 0, 50.47, 0.00
608000, 1341955573, 7/10/2012, 21:26:13, 0, 50.47, 0.00
608999, 1341955574, 7/10/2012, 21:26:14, 0, 50.47, 0.00
609999, 1341955575, 7/10/2012, 21:26:15, 0, 50.47, 0.00
610999, 1341955576, 7/10/2012, 21:26:16, 0, 50.47, 0.00
611999, 1341955577, 7/10/2012, 21:26:17, 0, 50.47, 0.00
612999, 1341955578, 7/10/2012, 21:26:18, 0, 50.47, 0.00
613998, 1341955579, 7/10/2012, 21:26:19, 0, 50.47, 0.00
615000, 1341955580, 7/10/2012, 21:26:20, 0, 50.47, 0.00
615998, 1341955581, 7/10/2012, 21:26:21, 0, 50.47, 0.00
616998, 1341955582, 7/10/2012, 21:26:22, 0, 50.47, 0.00
618000, 1341955583, 7/10/2012, 21:26:23, 0, 50.47, 0.00
618998, 1341955584, 7/10/2012, 21:26:24, 0, 50.47, 0.00
620000, 1341955585, 7/10/2012, 21:26:25, 0, 50.47, 0.00
620998, 1341955586, 7/10/2012, 21:26:26, 0, 50.47, 0.00
621999, 1341955587, 7/10/2012, 21:26:27, 0, 50.47, 0.00
623000, 1341955588, 7/10/2012, 21:26:28, 0, 50.47, 0.00
623998, 1341955589, 7/10/2012, 21:26:29, 0, 50.47, 0.00
624999, 1341955590, 7/10/2012, 21:26:30, 0, 50.47, 0.00
625999, 1341955591, 7/10/2012, 21:26:31, 0, 50.47, 0.00
626999, 1341955592, 7/10/2012, 21:26:32, 0, 50.47, 0.00
627999, 1341955593, 7/10/2012, 21:26:33, 0, 49.89, 0.00
629000, 1341955594, 7/10/2012, 21:26:34, 0, 50.47, 0.00
629998, 1341955595, 7/10/2012, 21:26:35, 0, 50.47, 0.00
631000, 1341955596, 7/10/2012, 21:26:36, 0, 50.47, 0.00
631999, 1341955597, 7/10/2012, 21:26:37, 0, 50.47, 0.00
632999, 1341955598, 7/10/2012, 21:26:38, 0, 50.47, 0.00
633999, 1341955599, 7/10/2012, 21:26:39, 0, 49.89, 0.00
634999, 1341955600, 7/10/2012, 21:26:40, 0, 49.89, 0.00
635999, 1341955601, 7/10/2012, 21:26:41, 0, 49.89, 0.00
636999, 1341955602, 7/10/2012, 21:26:42, 0, 49.89, 0.00
638000, 1341955603, 7/10/2012, 21:26:43, 0, 49.89, 0.00
638998, 1341955604, 7/10/2012, 21:26:44, 0, 49.89, 0.00
640000, 1341955605, 7/10/2012, 21:26:45, 0, 49.89, 0.00
640999, 1341955606, 7/10/2012, 21:26:46, 0, 49.89, 0.00
641999, 1341955607, 7/10/2012, 21:26:47, 0, 49.89, 0.00
643000, 1341955608, 7/10/2012, 21:26:48, 0, 49.89, 0.00
643998, 1341955609, 7/10/2012, 21:26:49, 0, 49.89, 0.00
645000, 1341955610, 7/10/2012, 21:26:50, 0, 49.89, 0.00
645998, 1341955611, 7/10/2012, 21:26:51, 0, 49.89, 0.00
647000, 1341955612, 7/10/2012, 21:26:52, 0, 49.89, 0.00
648000, 1341955613, 7/10/2012, 21:26:53, 0, 49.89, 0.00
648998, 1341955614, 7/10/2012, 21:26:54, 0, 49.89, 0.00
650000, 1341955615, 7/10/2012, 21:26:55, 0, 49.89, 0.00
650998, 1341955616, 7/10/2012, 21:26:56, 0, 49.89, 0.00
651999, 1341955617, 7/10/2012, 21:26:57, 0, 49.89, 0.00
652998, 1341955618, 7/10/2012, 21:26:58, 0, 49.89, 0.00
654000, 1341955619, 7/10/2012, 21:26:59, 0, 49.89, 0.00
654998, 1341955620, 7/10/2012, 21:27:0, 0, 49.89, 0.00
656000, 1341955621, 7/10/2012, 21:27:1, 0, 49.89, 0.00
656999, 1341955622, 7/10/2012, 21:27:2, 0, 49.89, 0.00
657999, 1341955623, 7/10/2012, 21:27:3, 0, 49.89, 0.00
658999, 1341955624, 7/10/2012, 21:27:4, 0, 49.89, 0.00
659999, 1341955625, 7/10/2012, 21:27:5, 0, 49.89, 0.00
660999, 1341955626, 7/10/2012, 21:27:6, 0, 49.89, 0.00
661999, 1341955627, 7/10/2012, 21:27:7, 0, 49.89, 0.00
662999, 1341955628, 7/10/2012, 21:27:8, 0, 49.89, 0.00
664000, 1341955629, 7/10/2012, 21:27:9, 0, 49.89, 0.00
664998, 1341955630, 7/10/2012, 21:27:10, 0, 49.89, 0.00
666000, 1341955631, 7/10/2012, 21:27:11, 0, 49.89, 0.00
666998, 1341955632, 7/10/2012, 21:27:12, 0, 49.89, 0.00
667999, 1341955633, 7/10/2012, 21:27:13, 0, 49.89, 0.00
668999, 1341955634, 7/10/2012, 21:27:14, 0, 49.89, 0.00
669999, 1341955635, 7/10/2012, 21:27:15, 0, 49.89, 0.00
671000, 1341955636, 7/10/2012, 21:27:16, 0, 49.89, 0.00
671998, 1341955637, 7/10/2012, 21:27:17, 0, 49.89, 0.00
673000, 1341955638, 7/10/2012, 21:27:18, 0, 49.89, 0.00
673998, 1341955639, 7/10/2012, 21:27:19, 0, 49.89, 0.00
674999, 1341955640, 7/10/2012, 21:27:20, 0, 49.89, 0.00
675999, 1341955641, 7/10/2012, 21:27:21, 0, 49.89, 0.00
676999, 1341955642, 7/10/2012, 21:27:22, 0, 49.89, 0.00
677998, 1341955643, 7/10/2012, 21:27:23, 0, 49.89, 0.00
678999, 1341955644, 7/10/2012, 21:27:24, 0, 49.89, 0.00
680000, 1341955645, 7/10/2012, 21:27:25, 0, 49.31, 0.00
680998, 1341955646, 7/10/2012, 21:27:26, 0, 49.89, 0.00
681999, 1341955647, 7/10/2012, 21:27:27, 0, 49.89, 0.00
682999, 1341955648, 7/10/2012, 21:27:28, 0, 49.89, 0.00
683999, 1341955649, 7/10/2012, 21:27:29, 0, 49.31, 0.00
684999, 1341955650, 7/10/2012, 21:27:30, 0, 49.89, 0.00
685999, 1341955651, 7/10/2012, 21:27:31, 0, 49.31, 0.00
687000, 1341955652, 7/10/2012, 21:27:32, 0, 49.89, 0.00
688000, 1341955653, 7/10/2012, 21:27:33, 0, 49.89, 0.00
688999, 1341955654, 7/10/2012, 21:27:34, 0, 49.89, 0.00
689999, 1341955655, 7/10/2012, 21:27:35, 0, 49.31, 0.00
690999, 1341955656, 7/10/2012, 21:27:36, 0, 49.89, 0.00
691999, 1341955657, 7/10/2012, 21:27:37, 0, 49.89, 0.00
693000, 1341955658, 7/10/2012, 21:27:38, 0, 49.89, 0.00
693998, 1341955659, 7/10/2012, 21:27:39, 0, 49.89, 0.00
695000, 1341955660, 7/10/2012, 21:27:40, 0, 49.89, 0.00
695999, 1341955661, 7/10/2012, 21:27:41, 0, 49.89, 0.00
696998, 1341955662, 7/10/2012, 21:27:42, 0, 49.31, 0.00
698000, 1341955663, 7/10/2012, 21:27:43, 0, 49.31, 0.00
698999, 1341955664, 7/10/2012, 21:27:44, 0, 49.89, 0.00
700000, 1341955665, 7/10/2012, 21:27:45, 0, 49.89, 0.00
700998, 1341955666, 7/10/2012, 21:27:46, 0, 49.89, 0.00
702000, 1341955667, 7/10/2012, 21:27:47, 0, 49.89, 0.00
702998, 1341955668, 7/10/2012, 21:27:48, 0, 49.31, 0.00
703998, 1341955669, 7/10/2012, 21:27:49, 0, 49.31, 0.00
705000, 1341955670, 7/10/2012, 21:27:50, 0, 49.31, 0.00
705998, 1341955671, 7/10/2012, 21:27:51, 0, 49.31, 0.00
707000, 1341955672, 7/10/2012, 21:27:52, 0, 49.31, 0.00
707999, 1341955673, 7/10/2012, 21:27:53, 0, 49.31, 0.00
708999, 1341955674, 7/10/2012, 21:27:54, 0, 49.31, 0.00
709999, 1341955675, 7/10/2012, 21:27:55, 0, 49.31, 0.00
710999, 1341955676, 7/10/2012, 21:27:56, 0, 49.89, 0.00
712000, 1341955677, 7/10/2012, 21:27:57, 0, 49.31, 0.00
712998, 1341955678, 7/10/2012, 21:27:58, 0, 49.31, 0.00
713999, 1341955679, 7/10/2012, 21:27:59, 0, 49.31, 0.00
714999, 1341955680, 7/10/2012, 21:28:0, 0, 49.31, 0.00
715999, 1341955681, 7/10/2012, 21:28:1, 0, 49.31, 0.00
716999, 1341955682, 7/10/2012, 21:28:2, 0, 49.31, 0.00
717999, 1341955683, 7/10/2012, 21:28:3, 0, 48.73, 0.00
719000, 1341955684, 7/10/2012, 21:28:4, 0, 48.73, 0.00
720000, 1341955685, 7/10/2012, 21:28:5, 0, 48.73, 0.00
721000, 1341955686, 7/10/2012, 21:28:6, 0, 48.73, 0.00
721998, 1341955687, 7/10/2012, 21:28:7, 0, 48.73, 0.00
723000, 1341955688, 7/10/2012, 21:28:8, 0, 48.73, 0.00
723999, 1341955689, 7/10/2012, 21:28:9, 0, 48.73, 0.00
724999, 1341955690, 7/10/2012, 21:28:10, 0, 48.15, 0.00
725999, 1341955691, 7/10/2012, 21:28:11, 0, 48.15, 0.00
727000, 1341955692, 7/10/2012, 21:28:12, 0, 48.15, 0.00
727999, 1341955693, 7/10/2012, 21:28:13, 0, 48.15, 0.00
728999, 1341955694, 7/10/2012, 21:28:14, 0, 48.15, 0.00
729999, 1341955695, 7/10/2012, 21:28:15, 0, 48.15, 0.00
730999, 1341955696, 7/10/2012, 21:28:16, 0, 48.15, 0.00
731999, 1341955697, 7/10/2012, 21:28:17, 0, 48.15, 0.00
732999, 1341955698, 7/10/2012, 21:28:18, 0, 48.15, 0.00
734000, 1341955699, 7/10/2012, 21:28:19, 0, 47.57, 0.00
734998, 1341955700, 7/10/2012, 21:28:20, 0, 47.57, 0.00
736000, 1341955701, 7/10/2012, 21:28:21, 0, 47.57, 0.00
736999, 1341955702, 7/10/2012, 21:28:22, 0, 47.57, 0.00
737999, 1341955703, 7/10/2012, 21:28:23, 0, 47.57, 0.00
739000, 1341955704, 7/10/2012, 21:28:24, 0, 47.57, 0.00
739999, 1341955705, 7/10/2012, 21:28:25, 0, 46.99, 0.00
741000, 1341955706, 7/10/2012, 21:28:26, 0, 47.57, 0.00
741999, 1341955707, 7/10/2012, 21:28:27, 0, 47.57, 0.00
743000, 1341955708, 7/10/2012, 21:28:28, 0, 46.99, 0.00
743999, 1341955709, 7/10/2012, 21:28:29, 0, 46.99, 0.00
744999, 1341955710, 7/10/2012, 21:28:30, 0, 46.99, 0.00
745999, 1341955711, 7/10/2012, 21:28:31, 0, 46.99, 0.00
746999, 1341955712, 7/10/2012, 21:28:32, 0, 46.99, 0.00
748000, 1341955713, 7/10/2012, 21:28:33, 0, 46.99, 0.00
748998, 1341955714, 7/10/2012, 21:28:34, 0, 46.99, 0.00
750000, 1341955715, 7/10/2012, 21:28:35, 0, 46.99, 0.00
750999, 1341955716, 7/10/2012, 21:28:36, 0, 46.99, 0.00
751998, 1341955717, 7/10/2012, 21:28:37, 0, 46.99, 0.00
753000, 1341955718, 7/10/2012, 21:28:38, 0, 46.99, 0.00
753998, 1341955719, 7/10/2012, 21:28:39, 0, 46.99, 0.00
754999, 1341955720, 7/10/2012, 21:28:40, 0, 46.99, 0.00
